sample_id,Comp_14,Comp_0,Comp_13,Comp_12,Comp_10,Comp_15,Comp_1,Comp_8,Comp_4,Comp_11,Comp_7,Comp_9,Comp_3,Comp_2,Comp_6,Comp_5
COAD-TCGA-AA-A022-01A-32-A616-42-X017-S08,0.0,0.0,0.12442793971659309,0.0,0.0,0.018838881379231016,0.020283960998805542,0.041921751592295796,0.00756293809765395,0.1084207205664417,0.5556293065914291,0.0,0.0,0.11545814782197844,0.0,0.007456348133238657
COAD-TCGA-A6-A565-01A-11-A616-42-X015-S04,0.0,0.0,0.0,0.10354650769540752,0.0,0.0649223858309884,0.0,0.06693820510611961,0.3351742472925189,0.004133799567554124,0.36834234462735893,0.0,0.0,0.04967924482705949,0.007263261399581842,0.0
STAD-TCGA-BR-A4J1-01A-31-A646-42-X029-S06,0.0,0.0,0.0,0.0,0.0,0.0,0.053483342495989405,0.0,0.0,0.29916186577727555,0.45911815495281433,0.0,0.070201286628359,0.09332907024338842,0.0,0.024706273508275402
THCA-TCGA-BJ-A0Z3-01A-31-A645-42-X031-S03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022101439824557072,0.02403644472804107,0.0,0.0,0.9525824878843108,0.0,0.0005814503590885748,0.00029500799776945784,0.00040316566597346825
THCA-TCGA-BJ-A0Z5-01A-31-A645-42-X030-S09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039654597088966195,0.0,0.0,0.0,0.982582015371653,0.0,0.0,0.013452521253107716,0.0
THCA-TCGA-DJ-A13X-01A-31-A645-42-X042-S08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952145583701592,0.0,0.0,0.004785437895286088,0.0
THCA-TCGA-DJ-A13M-01A-31-A645-42-X025-S10,0.0,0.0,0.11317672856013813,0.01537188582882852,0.043054628151749076,0.0,0.0,0.0,0.0,0.02582643830671508,0.0,0.8015404055067985,0.0010299106123792606,0.0,0.0,0.0
THCA-TCGA-BJ-A0Z0-01A-31-A645-42-X024-S10,0.0,0.0,0.0,0.06281679354574121,0.046740325186123935,0.0,0.0,0.0,0.0,0.01910513060824697,0.0,0.8673752970418559,0.003962450312779508,0.0,0.0,0.0
THCA-TCGA-DJ-A13V-01A-22-A644-42-X035-S06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029194506498018684,0.0,0.0,0.0,0.9583810371782083,0.0,0.0,0.012424452660204416,0.0
THCA-TCGA-BJ-A0ZA-01A-31-A645-42-X041-S06,0.0,0.0,0.0,0.04055787593444274,0.07404079818354126,0.0,0.0,0.0,0.0,0.02472708644547455,0.0,0.8561829033130206,0.00449133282551872,0.0,0.0,0.0
THCA-TCGA-BJ-A0Z2-01A-31-A645-42-X028-S08,0.0,0.0,0.022416085102850494,0.10395649330371333,0.059925845532544195,0.0,0.0,0.0,0.0,0.028816703565107325,0.0,0.7836727580211414,0.001212111446076495,0.0,0.0,0.0
THCA-TCGA-BJ-A290-01A-31-A644-42-X032-S11,0.1201756535373812,0.0,0.0,0.00803562377797817,0.0,0.03315349316191965,0.0,0.006593516251172321,0.003828046237570881,0.05235551360014983,0.006665822860157279,0.7667586806609759,0.0,0.0,0.0,0.0024336468062334865
THCA-TCGA-BJ-A3PU-01A-22-A644-42-X027-S07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003181514513667307,0.0,0.0,0.0,0.9671797585231642,0.0,0.0,0.02624018864396208,0.003398534326520852
THCA-TCGA-CE-A13K-01A-31-A645-42-X026-S04,0.0,0.0,0.14864319014189062,0.07773516937861243,0.0,0.04565604592741818,0.025954756874572396,0.0,0.041051119561855594,0.0,0.0,0.6577791063633244,0.0028967199206280767,0.0,0.0002838891161296362,0.0
THCA-TCGA-BJ-A0ZC-01A-31-A645-42-X036-S03,0.0,0.0,0.0,0.14861089614172576,0.11997019783088331,0.0,0.023739278594509142,0.0,0.0,0.06375995722104408,0.0,0.6379097399419561,0.006009927467055092,0.0,0.0,0.0
THCA-TCGA-BJ-A192-01A-21-A644-42-X033-S02,0.0,0.01872887730068541,0.0,0.10758457417342812,0.06657988060380994,0.0,0.06046084727202781,0.0,0.0,0.0,0.0,0.7316912349057559,0.0038644918854580535,0.0,0.0,0.011090090077168288
THCA-TCGA-4C-A93U-01A-31-A645-42-X029-S05,0.0,0.0,0.0,0.0,0.0,0.0,0.00560127128164544,0.015017828621434389,0.0,0.0,0.0,0.9124222526265586,0.0,0.0,0.05654908849266708,0.010409554230558478
LIHC-TCGA-G3-AAV0-01A-21-A644-42-X030-S06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999990342538,0.0,0.0,0.0
LIHC-TCGA-BC-A3KF-01A-31-A644-42-X029-S04,0.0,0.0,0.0,0.0,0.0,0.0,0.030870590620686245,0.0,0.025284306805070152,0.0,0.0,0.01283920673910974,0.9310058867636463,0.0,0.0,0.0
LIHC-TCGA-BC-A10T-01A-31-A645-42-X037-S08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999990144068,0.0,0.0,0.0
LIHC-TCGA-CC-A7IF-01A-31-A646-42-X027-S06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809191388521092,0.0,0.0,0.01908085073679744
LIHC-TCGA-BC-A10S-01A-31-A645-42-X024-S02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3739934288545855,0.0,0.0,0.0,0.6246048666938423,0.0,0.0,0.001401697575782612
LIHC-TCGA-BC-A8YO-01A-31-A645-42-X041-S01,0.27759600840474447,0.0,0.0,0.07094671552117204,0.05125324424335569,0.025977616497811776,0.07012792196949355,0.0,0.0,0.0,0.0,0.0,0.4831502836170107,0.02091686200956986,0.0,0.00003134239525229758
LIHC-TCGA-BC-A10U-01A-31-A645-42-X026-S02,0.32418617429339514,0.0,0.13342739149184743,0.02614477745221348,0.0,0.016425814611223152,0.05952386483352599,0.0,0.0,0.0,0.0,0.0,0.4274964486056363,0.010097083852234533,0.0026984401301449177,0.0
LIHC-TCGA-DD-AACI-01A-21-A646-42-X036-S08,0.0,0.06807900422947406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8546877709876779,0.06773771270773048,0.009495502604889426,0.0
